"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","381","should load home page","firefox","2026-07-22","passed","2026-07-22","Application Endpoints","api.spec.js","",""
"","701","should load home page","chromium","2026-07-22","passed","2026-07-22","Application Endpoints","api.spec.js","",""
"","876","View Employees hero button navigates to employees page","firefox","2026-07-22","passed","2026-07-22","Home page","example.spec.js","",""
"","103","should return 404 for non-existent page","webkit","2026-07-22","passed","2026-07-22","Application Endpoints","api.spec.js","",""
"","1420","valid user can log in","chromium","2026-07-22","passed","2026-07-22","Login page","example.spec.js","",""
"","695","invalid credentials show validation errors","firefox","2026-07-22","passed","2026-07-22","Login page","example.spec.js","",""
"","294","should load Employee page","chromium","2026-07-22","passed","2026-07-22","Application Endpoints","api.spec.js","",""
"","149","should load Account/Login page","webkit","2026-07-22","passed","2026-07-22","Application Endpoints","api.spec.js","",""
"","1433","has correct title","webkit","2026-07-22","passed","2026-07-22","Login page","example.spec.js","",""
"","1504","has correct title","firefox","2026-07-22","passed","2026-07-22","Home page","example.spec.js","",""
"","1184","valid user can log in","firefox","2026-07-22","passed","2026-07-22","Login page","example.spec.js","",""
"","305","should load Employee page","webkit","2026-07-22","passed","2026-07-22","Application Endpoints","api.spec.js","",""
"","127","should return 404 for non-existent page","firefox","2026-07-22","passed","2026-07-22","Application Endpoints","api.spec.js","",""
"","189","should load Employee page","firefox","2026-07-22","passed","2026-07-22","Application Endpoints","api.spec.js","",""
"","976","Register nav link navigates to register page","chromium","2026-07-22","passed","2026-07-22","Home page","example.spec.js","",""
"","925","invalid credentials show validation errors","chromium","2026-07-22","passed","2026-07-22","Login page","example.spec.js","",""
"","848","has correct title","chromium","2026-07-22","passed","2026-07-22","Login page","example.spec.js","",""
"","56","should load Account/Login page","firefox","2026-07-22","passed","2026-07-22","Application Endpoints","api.spec.js","",""
"","630","has correct title","firefox","2026-07-22","passed","2026-07-22","Login page","example.spec.js","",""
"","971","Login nav link navigates to login page","firefox","2026-07-22","passed","2026-07-22","Home page","example.spec.js","",""
"","872","Register nav link navigates to register page","firefox","2026-07-22","passed","2026-07-22","Home page","example.spec.js","",""
"","959","View Employees hero button navigates to employees page","chromium","2026-07-22","passed","2026-07-22","Home page","example.spec.js","",""
"","2153","Login nav link navigates to login page","webkit","2026-07-22","passed","2026-07-22","Home page","example.spec.js","",""
"","1280","has correct title","chromium","2026-07-22","passed","2026-07-22","Home page","example.spec.js","",""
"","1491","invalid credentials show validation errors","webkit","2026-07-22","passed","2026-07-22","Login page","example.spec.js","",""
"","356","should load home page","webkit","2026-07-22","passed","2026-07-22","Application Endpoints","api.spec.js","",""
"","2007","Register nav link navigates to register page","webkit","2026-07-22","passed","2026-07-22","Home page","example.spec.js","",""
"","2086","View Employees hero button navigates to employees page","webkit","2026-07-22","passed","2026-07-22","Home page","example.spec.js","",""
"","7076","has correct title","webkit","2026-07-22","passed","2026-07-22","Home page","example.spec.js","",""
"","2452","valid user can log in","webkit","2026-07-22","passed","2026-07-22","Login page","example.spec.js","",""
"","258","should load Account/Login page","chromium","2026-07-22","passed","2026-07-22","Application Endpoints","api.spec.js","",""
"","1068","Login nav link navigates to login page","chromium","2026-07-22","passed","2026-07-22","Home page","example.spec.js","",""
"","122","should return 404 for non-existent page","chromium","2026-07-22","passed","2026-07-22","Application Endpoints","api.spec.js","",""
