"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","674","invalid credentials show validation errors","firefox","2026-06-14","passed","2026-06-14","Login page","example.spec.js","",""
"","33","should return 404 for non-existent page","webkit","2026-06-14","passed","2026-06-14","Application Endpoints","api.spec.js","",""
"","839","Register nav link navigates to register page","firefox","2026-06-14","passed","2026-06-14","Home page","example.spec.js","",""
"","36","should load Employee page","webkit","2026-06-14","passed","2026-06-14","Application Endpoints","api.spec.js","",""
"","1236","has correct title","webkit","2026-06-14","passed","2026-06-14","Login page","example.spec.js","",""
"","35","should load Employee page","firefox","2026-06-14","passed","2026-06-14","Application Endpoints","api.spec.js","",""
"","2420","valid user can log in","webkit","2026-06-14","passed","2026-06-14","Login page","example.spec.js","",""
"","1970","View Employees hero button navigates to employees page","webkit","2026-06-14","passed","2026-06-14","Home page","example.spec.js","",""
"","53","should load Employee page","chromium","2026-06-14","passed","2026-06-14","Application Endpoints","api.spec.js","",""
"","914","Login nav link navigates to login page","firefox","2026-06-14","passed","2026-06-14","Home page","example.spec.js","",""
"","1692","has correct title","firefox","2026-06-14","passed","2026-06-14","Home page","example.spec.js","",""
"","10266","has correct title","webkit","2026-06-14","passed","2026-06-14","Home page","example.spec.js","",""
"","976","View Employees hero button navigates to employees page","chromium","2026-06-14","passed","2026-06-14","Home page","example.spec.js","",""
"","1085","Login nav link navigates to login page","chromium","2026-06-14","passed","2026-06-14","Home page","example.spec.js","",""
"","1138","has correct title","chromium","2026-06-14","passed","2026-06-14","Home page","example.spec.js","",""
"","816","has correct title","chromium","2026-06-14","passed","2026-06-14","Login page","example.spec.js","",""
"","35","should load Account/Login page","webkit","2026-06-14","passed","2026-06-14","Application Endpoints","api.spec.js","",""
"","581","has correct title","firefox","2026-06-14","passed","2026-06-14","Login page","example.spec.js","",""
"","32","should load Account/Login page","firefox","2026-06-14","passed","2026-06-14","Application Endpoints","api.spec.js","",""
"","901","View Employees hero button navigates to employees page","firefox","2026-06-14","passed","2026-06-14","Home page","example.spec.js","",""
"","1481","valid user can log in","chromium","2026-06-14","passed","2026-06-14","Login page","example.spec.js","",""
"","145","should load home page","firefox","2026-06-14","passed","2026-06-14","Application Endpoints","api.spec.js","",""
"","1076","Register nav link navigates to register page","chromium","2026-06-14","passed","2026-06-14","Home page","example.spec.js","",""
"","912","invalid credentials show validation errors","chromium","2026-06-14","passed","2026-06-14","Login page","example.spec.js","",""
"","31","should return 404 for non-existent page","firefox","2026-06-14","passed","2026-06-14","Application Endpoints","api.spec.js","",""
"","52","should return 404 for non-existent page","chromium","2026-06-14","passed","2026-06-14","Application Endpoints","api.spec.js","",""
"","2151","Register nav link navigates to register page","webkit","2026-06-14","passed","2026-06-14","Home page","example.spec.js","",""
"","1262","invalid credentials show validation errors","webkit","2026-06-14","passed","2026-06-14","Login page","example.spec.js","",""
"","113","should load home page","webkit","2026-06-14","passed","2026-06-14","Application Endpoints","api.spec.js","",""
"","245","should load home page","chromium","2026-06-14","passed","2026-06-14","Application Endpoints","api.spec.js","",""
"","2805","Login nav link navigates to login page","webkit","2026-06-14","passed","2026-06-14","Home page","example.spec.js","",""
"","1068","valid user can log in","firefox","2026-06-14","passed","2026-06-14","Login page","example.spec.js","",""
"","53","should load Account/Login page","chromium","2026-06-14","passed","2026-06-14","Application Endpoints","api.spec.js","",""
