"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2491","valid user can log in","webkit","2026-06-19","passed","2026-06-19","Login page","example.spec.js","",""
"","37","should load Employee page","firefox","2026-06-19","passed","2026-06-19","Application Endpoints","api.spec.js","",""
"","1031","Login nav link navigates to login page","firefox","2026-06-19","passed","2026-06-19","Home page","example.spec.js","",""
"","1051","Register nav link navigates to register page","chromium","2026-06-19","passed","2026-06-19","Home page","example.spec.js","",""
"","272","should load home page","webkit","2026-06-19","passed","2026-06-19","Application Endpoints","api.spec.js","",""
"","2877","Login nav link navigates to login page","webkit","2026-06-19","passed","2026-06-19","Home page","example.spec.js","",""
"","1353","has correct title","webkit","2026-06-19","passed","2026-06-19","Login page","example.spec.js","",""
"","55","should load Account/Login page","webkit","2026-06-19","passed","2026-06-19","Application Endpoints","api.spec.js","",""
"","1041","View Employees hero button navigates to employees page","firefox","2026-06-19","passed","2026-06-19","Home page","example.spec.js","",""
"","958","invalid credentials show validation errors","chromium","2026-06-19","passed","2026-06-19","Login page","example.spec.js","",""
"","712","has correct title","firefox","2026-06-19","passed","2026-06-19","Login page","example.spec.js","",""
"","1010","View Employees hero button navigates to employees page","chromium","2026-06-19","passed","2026-06-19","Home page","example.spec.js","",""
"","783","invalid credentials show validation errors","firefox","2026-06-19","passed","2026-06-19","Login page","example.spec.js","",""
"","8834","has correct title","webkit","2026-06-19","passed","2026-06-19","Home page","example.spec.js","",""
"","33","should return 404 for non-existent page","firefox","2026-06-19","passed","2026-06-19","Application Endpoints","api.spec.js","",""
"","197","should load home page","firefox","2026-06-19","passed","2026-06-19","Application Endpoints","api.spec.js","",""
"","1596","valid user can log in","chromium","2026-06-19","passed","2026-06-19","Login page","example.spec.js","",""
"","1447","invalid credentials show validation errors","webkit","2026-06-19","passed","2026-06-19","Login page","example.spec.js","",""
"","1194","has correct title","chromium","2026-06-19","passed","2026-06-19","Home page","example.spec.js","",""
"","2788","View Employees hero button navigates to employees page","webkit","2026-06-19","passed","2026-06-19","Home page","example.spec.js","",""
"","55","should load Account/Login page","chromium","2026-06-19","passed","2026-06-19","Application Endpoints","api.spec.js","",""
"","35","should load Account/Login page","firefox","2026-06-19","passed","2026-06-19","Application Endpoints","api.spec.js","",""
"","54","should return 404 for non-existent page","chromium","2026-06-19","passed","2026-06-19","Application Endpoints","api.spec.js","",""
"","2186","Register nav link navigates to register page","webkit","2026-06-19","passed","2026-06-19","Home page","example.spec.js","",""
"","55","should load Employee page","chromium","2026-06-19","passed","2026-06-19","Application Endpoints","api.spec.js","",""
"","874","has correct title","chromium","2026-06-19","passed","2026-06-19","Login page","example.spec.js","",""
"","53","should return 404 for non-existent page","webkit","2026-06-19","passed","2026-06-19","Application Endpoints","api.spec.js","",""
"","55","should load Employee page","webkit","2026-06-19","passed","2026-06-19","Application Endpoints","api.spec.js","",""
"","2195","has correct title","firefox","2026-06-19","passed","2026-06-19","Home page","example.spec.js","",""
"","1167","Login nav link navigates to login page","chromium","2026-06-19","passed","2026-06-19","Home page","example.spec.js","",""
"","354","should load home page","chromium","2026-06-19","passed","2026-06-19","Application Endpoints","api.spec.js","",""
"","1252","valid user can log in","firefox","2026-06-19","passed","2026-06-19","Login page","example.spec.js","",""
"","1005","Register nav link navigates to register page","firefox","2026-06-19","passed","2026-06-19","Home page","example.spec.js","",""
