"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7156","has correct title","webkit","2026-08-12","passed","2026-08-12","Home page","example.spec.js","",""
"","1407","has correct title","firefox","2026-08-12","passed","2026-08-12","Login page","example.spec.js","",""
"","1363","valid user can log in","chromium","2026-08-12","passed","2026-08-12","Login page","example.spec.js","",""
"","1037","Login nav link navigates to login page","chromium","2026-08-12","passed","2026-08-12","Home page","example.spec.js","",""
"","2441","has correct title","firefox","2026-08-12","passed","2026-08-12","Home page","example.spec.js","",""
"","276","should load Account/Login page","firefox","2026-08-12","passed","2026-08-12","Application Endpoints","api.spec.js","",""
"","2241","valid user can log in","firefox","2026-08-12","passed","2026-08-12","Login page","example.spec.js","",""
"","2420","Register nav link navigates to register page","webkit","2026-08-12","passed","2026-08-12","Home page","example.spec.js","",""
"","1460","invalid credentials show validation errors","webkit","2026-08-12","passed","2026-08-12","Login page","example.spec.js","",""
"","237","should load Account/Login page","chromium","2026-08-12","passed","2026-08-12","Application Endpoints","api.spec.js","",""
"","2577","valid user can log in","webkit","2026-08-12","passed","2026-08-12","Login page","example.spec.js","",""
"","1573","invalid credentials show validation errors","firefox","2026-08-12","passed","2026-08-12","Login page","example.spec.js","",""
"","2074","Login nav link navigates to login page","firefox","2026-08-12","passed","2026-08-12","Home page","example.spec.js","",""
"","1163","Register nav link navigates to register page","chromium","2026-08-12","passed","2026-08-12","Home page","example.spec.js","",""
"","563","should load home page","chromium","2026-08-12","passed","2026-08-12","Application Endpoints","api.spec.js","",""
"","553","should load home page","webkit","2026-08-12","passed","2026-08-12","Application Endpoints","api.spec.js","",""
"","322","should load Employee page","firefox","2026-08-12","passed","2026-08-12","Application Endpoints","api.spec.js","",""
"","994","View Employees hero button navigates to employees page","chromium","2026-08-12","passed","2026-08-12","Home page","example.spec.js","",""
"","250","should load Account/Login page","webkit","2026-08-12","passed","2026-08-12","Application Endpoints","api.spec.js","",""
"","1571","has correct title","webkit","2026-08-12","passed","2026-08-12","Login page","example.spec.js","",""
"","178","should return 404 for non-existent page","webkit","2026-08-12","passed","2026-08-12","Application Endpoints","api.spec.js","",""
"","1158","has correct title","chromium","2026-08-12","passed","2026-08-12","Home page","example.spec.js","",""
"","2133","View Employees hero button navigates to employees page","firefox","2026-08-12","passed","2026-08-12","Home page","example.spec.js","",""
"","1895","Register nav link navigates to register page","firefox","2026-08-12","passed","2026-08-12","Home page","example.spec.js","",""
"","296","should return 404 for non-existent page","chromium","2026-08-12","passed","2026-08-12","Application Endpoints","api.spec.js","",""
"","325","should load Employee page","webkit","2026-08-12","passed","2026-08-12","Application Endpoints","api.spec.js","",""
"","182","should load Employee page","chromium","2026-08-12","passed","2026-08-12","Application Endpoints","api.spec.js","",""
"","1093","invalid credentials show validation errors","chromium","2026-08-12","passed","2026-08-12","Login page","example.spec.js","",""
"","2158","View Employees hero button navigates to employees page","webkit","2026-08-12","passed","2026-08-12","Home page","example.spec.js","",""
"","549","should load home page","firefox","2026-08-12","passed","2026-08-12","Application Endpoints","api.spec.js","",""
"","889","has correct title","chromium","2026-08-12","passed","2026-08-12","Login page","example.spec.js","",""
"","2372","Login nav link navigates to login page","webkit","2026-08-12","passed","2026-08-12","Home page","example.spec.js","",""
"","281","should return 404 for non-existent page","firefox","2026-08-12","passed","2026-08-12","Application Endpoints","api.spec.js","",""
