"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","129","should return 404 for non-existent page","chromium","2026-08-09","passed","2026-08-09","Application Endpoints","api.spec.js","",""
"","465","should load home page","chromium","2026-08-09","passed","2026-08-09","Application Endpoints","api.spec.js","",""
"","980","View Employees hero button navigates to employees page","chromium","2026-08-09","passed","2026-08-09","Home page","example.spec.js","",""
"","1333","has correct title","firefox","2026-08-09","passed","2026-08-09","Login page","example.spec.js","",""
"","865","invalid credentials show validation errors","chromium","2026-08-09","passed","2026-08-09","Login page","example.spec.js","",""
"","1684","Login nav link navigates to login page","firefox","2026-08-09","passed","2026-08-09","Home page","example.spec.js","",""
"","1338","valid user can log in","chromium","2026-08-09","passed","2026-08-09","Login page","example.spec.js","",""
"","301","should load Account/Login page","webkit","2026-08-09","passed","2026-08-09","Application Endpoints","api.spec.js","",""
"","1479","invalid credentials show validation errors","firefox","2026-08-09","passed","2026-08-09","Login page","example.spec.js","",""
"","3303","valid user can log in","webkit","2026-08-09","passed","2026-08-09","Login page","example.spec.js","",""
"","4098","has correct title","webkit","2026-08-09","passed","2026-08-09","Home page","example.spec.js","",""
"","103","should load Account/Login page","chromium","2026-08-09","passed","2026-08-09","Application Endpoints","api.spec.js","",""
"","225","should load Employee page","webkit","2026-08-09","passed","2026-08-09","Application Endpoints","api.spec.js","",""
"","2476","has correct title","firefox","2026-08-09","passed","2026-08-09","Home page","example.spec.js","",""
"","1229","has correct title","chromium","2026-08-09","passed","2026-08-09","Home page","example.spec.js","",""
"","3066","View Employees hero button navigates to employees page","webkit","2026-08-09","passed","2026-08-09","Home page","example.spec.js","",""
"","285","should load Employee page","firefox","2026-08-09","passed","2026-08-09","Application Endpoints","api.spec.js","",""
"","1069","Login nav link navigates to login page","chromium","2026-08-09","passed","2026-08-09","Home page","example.spec.js","",""
"","2168","valid user can log in","firefox","2026-08-09","passed","2026-08-09","Login page","example.spec.js","",""
"","655","should load home page","firefox","2026-08-09","passed","2026-08-09","Application Endpoints","api.spec.js","",""
"","266","should return 404 for non-existent page","webkit","2026-08-09","passed","2026-08-09","Application Endpoints","api.spec.js","",""
"","1936","View Employees hero button navigates to employees page","firefox","2026-08-09","passed","2026-08-09","Home page","example.spec.js","",""
"","2804","Register nav link navigates to register page","webkit","2026-08-09","passed","2026-08-09","Home page","example.spec.js","",""
"","4098","Login nav link navigates to login page","webkit","2026-08-09","passed","2026-08-09","Home page","example.spec.js","",""
"","323","should return 404 for non-existent page","firefox","2026-08-09","passed","2026-08-09","Application Endpoints","api.spec.js","",""
"","357","should load Employee page","chromium","2026-08-09","passed","2026-08-09","Application Endpoints","api.spec.js","",""
"","1012","Register nav link navigates to register page","chromium","2026-08-09","passed","2026-08-09","Home page","example.spec.js","",""
"","1744","invalid credentials show validation errors","webkit","2026-08-09","passed","2026-08-09","Login page","example.spec.js","",""
"","1665","has correct title","webkit","2026-08-09","passed","2026-08-09","Login page","example.spec.js","",""
"","875","has correct title","chromium","2026-08-09","passed","2026-08-09","Login page","example.spec.js","",""
"","586","should load home page","webkit","2026-08-09","passed","2026-08-09","Application Endpoints","api.spec.js","",""
"","2160","Register nav link navigates to register page","firefox","2026-08-09","passed","2026-08-09","Home page","example.spec.js","",""
"","506","should load Account/Login page","firefox","2026-08-09","passed","2026-08-09","Application Endpoints","api.spec.js","",""
