"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","933","invalid credentials show validation errors","chromium","2026-09-22","passed","2026-09-22","Login page","example.spec.js","",""
"","1453","Register nav link navigates to register page","firefox","2026-09-22","passed","2026-09-22","Home page","example.spec.js","",""
"","229","should return 404 for non-existent page","firefox","2026-09-22","passed","2026-09-22","Application Endpoints","api.spec.js","",""
"","2792","valid user can log in","webkit","2026-09-22","passed","2026-09-22","Login page","example.spec.js","",""
"","1719","valid user can log in","firefox","2026-09-22","passed","2026-09-22","Login page","example.spec.js","",""
"","1625","View Employees hero button navigates to employees page","firefox","2026-09-22","passed","2026-09-22","Home page","example.spec.js","",""
"","2677","has correct title","firefox","2026-09-22","passed","2026-09-22","Home page","example.spec.js","",""
"","1674","invalid credentials show validation errors","webkit","2026-09-22","passed","2026-09-22","Login page","example.spec.js","",""
"","1099","Register nav link navigates to register page","chromium","2026-09-22","passed","2026-09-22","Home page","example.spec.js","",""
"","274","should load Employee page","webkit","2026-09-22","passed","2026-09-22","Application Endpoints","api.spec.js","",""
"","175","should load Employee page","firefox","2026-09-22","passed","2026-09-22","Application Endpoints","api.spec.js","",""
"","280","should load Account/Login page","firefox","2026-09-22","passed","2026-09-22","Application Endpoints","api.spec.js","",""
"","822","has correct title","chromium","2026-09-22","passed","2026-09-22","Login page","example.spec.js","",""
"","2755","Register nav link navigates to register page","webkit","2026-09-22","passed","2026-09-22","Home page","example.spec.js","",""
"","1097","has correct title","firefox","2026-09-22","passed","2026-09-22","Login page","example.spec.js","",""
"","119","should return 404 for non-existent page","chromium","2026-09-22","passed","2026-09-22","Application Endpoints","api.spec.js","",""
"","235","should load Employee page","chromium","2026-09-22","passed","2026-09-22","Application Endpoints","api.spec.js","",""
"","117","should load Account/Login page","chromium","2026-09-22","passed","2026-09-22","Application Endpoints","api.spec.js","",""
"","1642","Login nav link navigates to login page","firefox","2026-09-22","passed","2026-09-22","Home page","example.spec.js","",""
"","2893","View Employees hero button navigates to employees page","webkit","2026-09-22","passed","2026-09-22","Home page","example.spec.js","",""
"","1424","valid user can log in","chromium","2026-09-22","passed","2026-09-22","Login page","example.spec.js","",""
"","1042","View Employees hero button navigates to employees page","chromium","2026-09-22","passed","2026-09-22","Home page","example.spec.js","",""
"","568","should load home page","webkit","2026-09-22","passed","2026-09-22","Application Endpoints","api.spec.js","",""
"","168","should load Account/Login page","webkit","2026-09-22","passed","2026-09-22","Application Endpoints","api.spec.js","",""
"","1594","has correct title","webkit","2026-09-22","passed","2026-09-22","Login page","example.spec.js","",""
"","5725","has correct title","webkit","2026-09-22","passed","2026-09-22","Home page","example.spec.js","",""
"","1142","Login nav link navigates to login page","chromium","2026-09-22","passed","2026-09-22","Home page","example.spec.js","",""
"","259","should return 404 for non-existent page","webkit","2026-09-22","passed","2026-09-22","Application Endpoints","api.spec.js","",""
"","3624","Login nav link navigates to login page","webkit","2026-09-22","passed","2026-09-22","Home page","example.spec.js","",""
"","1190","invalid credentials show validation errors","firefox","2026-09-22","passed","2026-09-22","Login page","example.spec.js","",""
"","1120","has correct title","chromium","2026-09-22","passed","2026-09-22","Home page","example.spec.js","",""
"","480","should load home page","firefox","2026-09-22","passed","2026-09-22","Application Endpoints","api.spec.js","",""
"","417","should load home page","chromium","2026-09-22","passed","2026-09-22","Application Endpoints","api.spec.js","",""
