"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","244","should load home page","chromium","2026-09-07","failed","2026-09-07","Application Endpoints","api.spec.js","",""
"","16484","has correct title","firefox","2026-09-07","failed","2026-09-07","Login page","example.spec.js","",""
"","16643","has correct title","webkit","2026-09-07","failed","2026-09-07","Login page","example.spec.js","",""
"","120212","View Employees hero button navigates to employees page","firefox","2026-09-07","broken","2026-09-07","Home page","example.spec.js","",""
"","120194","valid user can log in","firefox","2026-09-07","broken","2026-09-07","Login page","example.spec.js","",""
"","378","should load home page","firefox","2026-09-07","failed","2026-09-07","Application Endpoints","api.spec.js","",""
"","125622","View Employees hero button navigates to employees page","chromium","2026-09-07","broken","2026-09-07","Home page","example.spec.js","",""
"","251","should load Employee page","chromium","2026-09-07","failed","2026-09-07","Application Endpoints","api.spec.js","",""
"","16536","has correct title","chromium","2026-09-07","failed","2026-09-07","Home page","example.spec.js","",""
"","125678","Register nav link navigates to register page","webkit","2026-09-07","broken","2026-09-07","Home page","example.spec.js","",""
"","238","should load Account/Login page","webkit","2026-09-07","failed","2026-09-07","Application Endpoints","api.spec.js","",""
"","125251","valid user can log in","chromium","2026-09-07","broken","2026-09-07","Login page","example.spec.js","",""
"","16457","has correct title","chromium","2026-09-07","failed","2026-09-07","Login page","example.spec.js","",""
"","257","should return 404 for non-existent page","webkit","2026-09-07","failed","2026-09-07","Application Endpoints","api.spec.js","",""
"","125543","valid user can log in","webkit","2026-09-07","broken","2026-09-07","Login page","example.spec.js","",""
"","125561","Login nav link navigates to login page","webkit","2026-09-07","broken","2026-09-07","Home page","example.spec.js","",""
"","120204","Login nav link navigates to login page","firefox","2026-09-07","broken","2026-09-07","Home page","example.spec.js","",""
"","0","invalid credentials show validation errors","firefox","2026-09-07","skipped","2026-09-07","Login page","example.spec.js","",""
"","0","invalid credentials show validation errors","chromium","2026-09-07","skipped","2026-09-07","Login page","example.spec.js","",""
"","125465","Login nav link navigates to login page","chromium","2026-09-07","broken","2026-09-07","Home page","example.spec.js","",""
"","125369","Register nav link navigates to register page","chromium","2026-09-07","broken","2026-09-07","Home page","example.spec.js","",""
"","206","should load Account/Login page","firefox","2026-09-07","failed","2026-09-07","Application Endpoints","api.spec.js","",""
"","186","should return 404 for non-existent page","chromium","2026-09-07","failed","2026-09-07","Application Endpoints","api.spec.js","",""
"","213","should load Employee page","firefox","2026-09-07","failed","2026-09-07","Application Endpoints","api.spec.js","",""
"","120194","Register nav link navigates to register page","firefox","2026-09-07","broken","2026-09-07","Home page","example.spec.js","",""
"","114","should load Employee page","webkit","2026-09-07","failed","2026-09-07","Application Endpoints","api.spec.js","",""
"","0","invalid credentials show validation errors","webkit","2026-09-07","skipped","2026-09-07","Login page","example.spec.js","",""
"","16645","has correct title","webkit","2026-09-07","failed","2026-09-07","Home page","example.spec.js","",""
"","16289","has correct title","firefox","2026-09-07","failed","2026-09-07","Home page","example.spec.js","",""
"","125854","View Employees hero button navigates to employees page","webkit","2026-09-07","broken","2026-09-07","Home page","example.spec.js","",""
"","385","should load home page","webkit","2026-09-07","failed","2026-09-07","Application Endpoints","api.spec.js","",""
"","187","should load Account/Login page","chromium","2026-09-07","failed","2026-09-07","Application Endpoints","api.spec.js","",""
"","220","should return 404 for non-existent page","firefox","2026-09-07","failed","2026-09-07","Application Endpoints","api.spec.js","",""
