"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","947","has correct title","chromium","2026-08-21","passed","2026-08-21","Login page","example.spec.js","",""
"","2776","Register nav link navigates to register page","webkit","2026-08-21","passed","2026-08-21","Home page","example.spec.js","",""
"","1895","Register nav link navigates to register page","firefox","2026-08-21","passed","2026-08-21","Home page","example.spec.js","",""
"","120","should return 404 for non-existent page","chromium","2026-08-21","passed","2026-08-21","Application Endpoints","api.spec.js","",""
"","1596","Login nav link navigates to login page","firefox","2026-08-21","passed","2026-08-21","Home page","example.spec.js","",""
"","3023","View Employees hero button navigates to employees page","webkit","2026-08-21","passed","2026-08-21","Home page","example.spec.js","",""
"","1240","has correct title","firefox","2026-08-21","passed","2026-08-21","Login page","example.spec.js","",""
"","193","should load Account/Login page","firefox","2026-08-21","passed","2026-08-21","Application Endpoints","api.spec.js","",""
"","2110","valid user can log in","firefox","2026-08-21","passed","2026-08-21","Login page","example.spec.js","",""
"","1024","invalid credentials show validation errors","chromium","2026-08-21","passed","2026-08-21","Login page","example.spec.js","",""
"","1220","Register nav link navigates to register page","chromium","2026-08-21","passed","2026-08-21","Home page","example.spec.js","",""
"","3034","Login nav link navigates to login page","webkit","2026-08-21","passed","2026-08-21","Home page","example.spec.js","",""
"","1600","has correct title","webkit","2026-08-21","passed","2026-08-21","Login page","example.spec.js","",""
"","1577","valid user can log in","chromium","2026-08-21","passed","2026-08-21","Login page","example.spec.js","",""
"","1120","View Employees hero button navigates to employees page","chromium","2026-08-21","passed","2026-08-21","Home page","example.spec.js","",""
"","189","should load Employee page","webkit","2026-08-21","passed","2026-08-21","Application Endpoints","api.spec.js","",""
"","286","should load Account/Login page","chromium","2026-08-21","passed","2026-08-21","Application Endpoints","api.spec.js","",""
"","1300","has correct title","chromium","2026-08-21","passed","2026-08-21","Home page","example.spec.js","",""
"","1839","View Employees hero button navigates to employees page","firefox","2026-08-21","passed","2026-08-21","Home page","example.spec.js","",""
"","8270","has correct title","webkit","2026-08-21","passed","2026-08-21","Home page","example.spec.js","",""
"","1751","invalid credentials show validation errors","webkit","2026-08-21","passed","2026-08-21","Login page","example.spec.js","",""
"","348","should load home page","webkit","2026-08-21","passed","2026-08-21","Application Endpoints","api.spec.js","",""
"","169","should return 404 for non-existent page","webkit","2026-08-21","passed","2026-08-21","Application Endpoints","api.spec.js","",""
"","635","should load home page","firefox","2026-08-21","passed","2026-08-21","Application Endpoints","api.spec.js","",""
"","2179","has correct title","firefox","2026-08-21","passed","2026-08-21","Home page","example.spec.js","",""
"","1193","Login nav link navigates to login page","chromium","2026-08-21","passed","2026-08-21","Home page","example.spec.js","",""
"","1402","invalid credentials show validation errors","firefox","2026-08-21","passed","2026-08-21","Login page","example.spec.js","",""
"","490","should load home page","chromium","2026-08-21","passed","2026-08-21","Application Endpoints","api.spec.js","",""
"","333","should return 404 for non-existent page","firefox","2026-08-21","passed","2026-08-21","Application Endpoints","api.spec.js","",""
"","169","should load Account/Login page","webkit","2026-08-21","passed","2026-08-21","Application Endpoints","api.spec.js","",""
"","143","should load Employee page","chromium","2026-08-21","passed","2026-08-21","Application Endpoints","api.spec.js","",""
"","182","should load Employee page","firefox","2026-08-21","passed","2026-08-21","Application Endpoints","api.spec.js","",""
"","2805","valid user can log in","webkit","2026-08-21","passed","2026-08-21","Login page","example.spec.js","",""
