"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2100","Login nav link navigates to login page","webkit","Mon May 25 06:29:27 UTC 2026","passed","Mon May 25 06:29:30 UTC 2026","Home page","example.spec.js","",""
"","5527","has correct title","webkit","Mon May 25 06:29:21 UTC 2026","passed","Mon May 25 06:29:27 UTC 2026","Home page","example.spec.js","",""
"","48","should return 404 for non-existent page","chromium","Mon May 25 06:29:09 UTC 2026","passed","Mon May 25 06:29:09 UTC 2026","Application Endpoints","api.spec.js","",""
"","720","invalid credentials show validation errors","firefox","Mon May 25 06:29:32 UTC 2026","passed","Mon May 25 06:29:32 UTC 2026","Login page","example.spec.js","",""
"","657","has correct title","firefox","Mon May 25 06:29:30 UTC 2026","passed","Mon May 25 06:29:30 UTC 2026","Login page","example.spec.js","",""
"","274","should load home page","chromium","Mon May 25 06:29:09 UTC 2026","passed","Mon May 25 06:29:09 UTC 2026","Application Endpoints","api.spec.js","",""
"","1047","has correct title","chromium","Mon May 25 06:29:09 UTC 2026","passed","Mon May 25 06:29:10 UTC 2026","Home page","example.spec.js","",""
"","910","Login nav link navigates to login page","chromium","Mon May 25 06:29:11 UTC 2026","passed","Mon May 25 06:29:12 UTC 2026","Home page","example.spec.js","",""
"","1290","valid user can log in","chromium","Mon May 25 06:29:15 UTC 2026","passed","Mon May 25 06:29:16 UTC 2026","Login page","example.spec.js","",""
"","1024","has correct title","webkit","Mon May 25 06:29:34 UTC 2026","passed","Mon May 25 06:29:35 UTC 2026","Login page","example.spec.js","",""
"","40","should load Account/Login page","firefox","Mon May 25 06:29:24 UTC 2026","passed","Mon May 25 06:29:24 UTC 2026","Application Endpoints","api.spec.js","",""
"","68","should load Employee page","firefox","Mon May 25 06:29:24 UTC 2026","passed","Mon May 25 06:29:24 UTC 2026","Application Endpoints","api.spec.js","",""
"","2112","has correct title","firefox","Mon May 25 06:29:24 UTC 2026","passed","Mon May 25 06:29:26 UTC 2026","Home page","example.spec.js","",""
"","966","Login nav link navigates to login page","firefox","Mon May 25 06:29:27 UTC 2026","passed","Mon May 25 06:29:28 UTC 2026","Home page","example.spec.js","",""
"","29","should return 404 for non-existent page","webkit","Mon May 25 06:29:21 UTC 2026","passed","Mon May 25 06:29:21 UTC 2026","Application Endpoints","api.spec.js","",""
"","2217","valid user can log in","webkit","Mon May 25 06:29:35 UTC 2026","passed","Mon May 25 06:29:37 UTC 2026","Login page","example.spec.js","",""
"","1963","Register nav link navigates to register page","webkit","Mon May 25 06:29:30 UTC 2026","passed","Mon May 25 06:29:32 UTC 2026","Home page","example.spec.js","",""
"","2106","View Employees hero button navigates to employees page","webkit","Mon May 25 06:29:32 UTC 2026","passed","Mon May 25 06:29:34 UTC 2026","Home page","example.spec.js","",""
"","1195","invalid credentials show validation errors","webkit","Mon May 25 06:29:37 UTC 2026","passed","Mon May 25 06:29:38 UTC 2026","Login page","example.spec.js","",""
"","418","should load home page","webkit","Mon May 25 06:29:21 UTC 2026","passed","Mon May 25 06:29:21 UTC 2026","Application Endpoints","api.spec.js","",""
"","88","should load Employee page","chromium","Mon May 25 06:29:09 UTC 2026","passed","Mon May 25 06:29:09 UTC 2026","Application Endpoints","api.spec.js","",""
"","1158","View Employees hero button navigates to employees page","firefox","Mon May 25 06:29:29 UTC 2026","passed","Mon May 25 06:29:30 UTC 2026","Home page","example.spec.js","",""
"","935","Register nav link navigates to register page","chromium","Mon May 25 06:29:12 UTC 2026","passed","Mon May 25 06:29:13 UTC 2026","Home page","example.spec.js","",""
"","37","should return 404 for non-existent page","firefox","Mon May 25 06:29:24 UTC 2026","passed","Mon May 25 06:29:24 UTC 2026","Application Endpoints","api.spec.js","",""
"","856","Register nav link navigates to register page","firefox","Mon May 25 06:29:28 UTC 2026","passed","Mon May 25 06:29:29 UTC 2026","Home page","example.spec.js","",""
"","874","View Employees hero button navigates to employees page","chromium","Mon May 25 06:29:13 UTC 2026","passed","Mon May 25 06:29:14 UTC 2026","Home page","example.spec.js","",""
"","1173","valid user can log in","firefox","Mon May 25 06:29:30 UTC 2026","passed","Mon May 25 06:29:32 UTC 2026","Login page","example.spec.js","",""
"","160","should load home page","firefox","Mon May 25 06:29:24 UTC 2026","passed","Mon May 25 06:29:24 UTC 2026","Application Endpoints","api.spec.js","",""
"","704","has correct title","chromium","Mon May 25 06:29:14 UTC 2026","passed","Mon May 25 06:29:15 UTC 2026","Login page","example.spec.js","",""
"","36","should load Account/Login page","webkit","Mon May 25 06:29:21 UTC 2026","passed","Mon May 25 06:29:21 UTC 2026","Application Endpoints","api.spec.js","",""
"","754","invalid credentials show validation errors","chromium","Mon May 25 06:29:16 UTC 2026","passed","Mon May 25 06:29:17 UTC 2026","Login page","example.spec.js","",""
"","59","should load Employee page","webkit","Mon May 25 06:29:21 UTC 2026","passed","Mon May 25 06:29:21 UTC 2026","Application Endpoints","api.spec.js","",""
"","54","should load Account/Login page","chromium","Mon May 25 06:29:09 UTC 2026","passed","Mon May 25 06:29:09 UTC 2026","Application Endpoints","api.spec.js","",""
