"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1650","valid user can log in","firefox","2026-07-09","passed","2026-07-09","Login page","example.spec.js","",""
"","59","should return 404 for non-existent page","chromium","2026-07-09","passed","2026-07-09","Application Endpoints","api.spec.js","",""
"","1199","Login nav link navigates to login page","chromium","2026-07-09","passed","2026-07-09","Home page","example.spec.js","",""
"","1369","invalid credentials show validation errors","webkit","2026-07-09","passed","2026-07-09","Login page","example.spec.js","",""
"","1005","invalid credentials show validation errors","chromium","2026-07-09","passed","2026-07-09","Login page","example.spec.js","",""
"","2253","has correct title","firefox","2026-07-09","passed","2026-07-09","Home page","example.spec.js","",""
"","62","should load Employee page","firefox","2026-07-09","passed","2026-07-09","Application Endpoints","api.spec.js","",""
"","7697","has correct title","webkit","2026-07-09","passed","2026-07-09","Home page","example.spec.js","",""
"","269","should load home page","firefox","2026-07-09","passed","2026-07-09","Application Endpoints","api.spec.js","",""
"","56","should return 404 for non-existent page","firefox","2026-07-09","passed","2026-07-09","Application Endpoints","api.spec.js","",""
"","1231","has correct title","chromium","2026-07-09","passed","2026-07-09","Home page","example.spec.js","",""
"","39","should load Employee page","webkit","2026-07-09","passed","2026-07-09","Application Endpoints","api.spec.js","",""
"","1337","View Employees hero button navigates to employees page","firefox","2026-07-09","passed","2026-07-09","Home page","example.spec.js","",""
"","1985","View Employees hero button navigates to employees page","webkit","2026-07-09","passed","2026-07-09","Home page","example.spec.js","",""
"","1262","has correct title","webkit","2026-07-09","passed","2026-07-09","Login page","example.spec.js","",""
"","927","has correct title","chromium","2026-07-09","passed","2026-07-09","Login page","example.spec.js","",""
"","1085","View Employees hero button navigates to employees page","chromium","2026-07-09","passed","2026-07-09","Home page","example.spec.js","",""
"","2674","Login nav link navigates to login page","webkit","2026-07-09","passed","2026-07-09","Home page","example.spec.js","",""
"","1345","Register nav link navigates to register page","firefox","2026-07-09","passed","2026-07-09","Home page","example.spec.js","",""
"","1127","Register nav link navigates to register page","chromium","2026-07-09","passed","2026-07-09","Home page","example.spec.js","",""
"","38","should load Account/Login page","webkit","2026-07-09","passed","2026-07-09","Application Endpoints","api.spec.js","",""
"","57","should load Account/Login page","firefox","2026-07-09","passed","2026-07-09","Application Endpoints","api.spec.js","",""
"","61","should load Employee page","chromium","2026-07-09","passed","2026-07-09","Application Endpoints","api.spec.js","",""
"","893","invalid credentials show validation errors","firefox","2026-07-09","passed","2026-07-09","Login page","example.spec.js","",""
"","61","should load Account/Login page","chromium","2026-07-09","passed","2026-07-09","Application Endpoints","api.spec.js","",""
"","289","should load home page","chromium","2026-07-09","passed","2026-07-09","Application Endpoints","api.spec.js","",""
"","1349","Login nav link navigates to login page","firefox","2026-07-09","passed","2026-07-09","Home page","example.spec.js","",""
"","2066","Register nav link navigates to register page","webkit","2026-07-09","passed","2026-07-09","Home page","example.spec.js","",""
"","1635","valid user can log in","chromium","2026-07-09","passed","2026-07-09","Login page","example.spec.js","",""
"","1029","has correct title","firefox","2026-07-09","passed","2026-07-09","Login page","example.spec.js","",""
"","198","should load home page","webkit","2026-07-09","passed","2026-07-09","Application Endpoints","api.spec.js","",""
"","2333","valid user can log in","webkit","2026-07-09","passed","2026-07-09","Login page","example.spec.js","",""
"","37","should return 404 for non-existent page","webkit","2026-07-09","passed","2026-07-09","Application Endpoints","api.spec.js","",""
