"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1180","View Employees hero button navigates to employees page","firefox","2026-06-10","passed","2026-06-10","Home page","example.spec.js","",""
"","323","should display login form","chromium","2026-06-10","passed","2026-06-10","Playground - Login Form","playground.spec.js","",""
"","2399","valid user can log in","webkit","2026-06-10","passed","2026-06-10","Login page","example.spec.js","",""
"","16077","should display employee table with initial data","chromium","2026-06-10","failed","2026-06-10","Playground - Employee Table","playground.spec.js","",""
"","899","View Employees hero button navigates to employees page","chromium","2026-06-10","passed","2026-06-10","Home page","example.spec.js","",""
"","1339","valid user can log in","chromium","2026-06-10","passed","2026-06-10","Login page","example.spec.js","",""
"","1225","valid user can log in","firefox","2026-06-10","passed","2026-06-10","Login page","example.spec.js","",""
"","1286","has correct title","webkit","2026-06-10","passed","2026-06-10","Login page","example.spec.js","",""
"","120276","should search employees","firefox","2026-06-10","broken","2026-06-10","Playground - Employee Table","playground.spec.js","",""
"","215","should load home page","chromium","2026-06-10","passed","2026-06-10","Application Endpoints","api.spec.js","",""
"","952","Register nav link navigates to register page","chromium","2026-06-10","passed","2026-06-10","Home page","example.spec.js","",""
"","2091","View Employees hero button navigates to employees page","webkit","2026-06-10","passed","2026-06-10","Home page","example.spec.js","",""
"","120209","should decrement counter","firefox","2026-06-10","broken","2026-06-10","Playground - Interactive Elements","playground.spec.js","",""
"","471","should display login form","firefox","2026-06-10","passed","2026-06-10","Playground - Login Form","playground.spec.js","",""
"","45","should return 404 for non-existent page","webkit","2026-06-10","passed","2026-06-10","Application Endpoints","api.spec.js","",""
"","836","invalid credentials show validation errors","chromium","2026-06-10","passed","2026-06-10","Login page","example.spec.js","",""
"","50","should load Employee page","webkit","2026-06-10","passed","2026-06-10","Application Endpoints","api.spec.js","",""
"","1004","has correct title","chromium","2026-06-10","passed","2026-06-10","Home page","example.spec.js","",""
"","556","should show error with invalid credentials","firefox","2026-06-10","passed","2026-06-10","Playground - Login Form","playground.spec.js","",""
"","525","should show validation errors for empty fields","firefox","2026-06-10","passed","2026-06-10","Playground - Login Form","playground.spec.js","",""
"","126052","should decrement counter","chromium","2026-06-10","broken","2026-06-10","Playground - Interactive Elements","playground.spec.js","",""
