"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","61","should load Employee page","chromium","2026-07-05","passed","2026-07-05","Application Endpoints","api.spec.js","",""
"","41","should return 404 for non-existent page","webkit","2026-07-05","passed","2026-07-05","Application Endpoints","api.spec.js","",""
"","1038","invalid credentials show validation errors","firefox","2026-07-05","passed","2026-07-05","Login page","example.spec.js","",""
"","2634","View Employees hero button navigates to employees page","webkit","2026-07-05","passed","2026-07-05","Home page","example.spec.js","",""
"","1455","Register nav link navigates to register page","firefox","2026-07-05","passed","2026-07-05","Home page","example.spec.js","",""
"","938","has correct title","chromium","2026-07-05","passed","2026-07-05","Login page","example.spec.js","",""
"","133","should load home page","webkit","2026-07-05","passed","2026-07-05","Application Endpoints","api.spec.js","",""
"","350","should load home page","firefox","2026-07-05","passed","2026-07-05","Application Endpoints","api.spec.js","",""
"","43","should load Employee page","webkit","2026-07-05","passed","2026-07-05","Application Endpoints","api.spec.js","",""
"","1829","has correct title","firefox","2026-07-05","passed","2026-07-05","Home page","example.spec.js","",""
"","64","should load Employee page","firefox","2026-07-05","passed","2026-07-05","Application Endpoints","api.spec.js","",""
"","2493","valid user can log in","webkit","2026-07-05","passed","2026-07-05","Login page","example.spec.js","",""
"","6717","has correct title","webkit","2026-07-05","passed","2026-07-05","Home page","example.spec.js","",""
"","1388","has correct title","webkit","2026-07-05","passed","2026-07-05","Login page","example.spec.js","",""
"","1073","View Employees hero button navigates to employees page","chromium","2026-07-05","passed","2026-07-05","Home page","example.spec.js","",""
"","1956","Register nav link navigates to register page","webkit","2026-07-05","passed","2026-07-05","Home page","example.spec.js","",""
"","58","should return 404 for non-existent page","firefox","2026-07-05","passed","2026-07-05","Application Endpoints","api.spec.js","",""
"","897","has correct title","firefox","2026-07-05","passed","2026-07-05","Login page","example.spec.js","",""
"","1392","Login nav link navigates to login page","firefox","2026-07-05","passed","2026-07-05","Home page","example.spec.js","",""
"","61","should load Account/Login page","chromium","2026-07-05","passed","2026-07-05","Application Endpoints","api.spec.js","",""
"","1137","Login nav link navigates to login page","chromium","2026-07-05","passed","2026-07-05","Home page","example.spec.js","",""
"","1420","View Employees hero button navigates to employees page","firefox","2026-07-05","passed","2026-07-05","Home page","example.spec.js","",""
"","1573","valid user can log in","firefox","2026-07-05","passed","2026-07-05","Login page","example.spec.js","",""
"","42","should load Account/Login page","webkit","2026-07-05","passed","2026-07-05","Application Endpoints","api.spec.js","",""
"","305","should load home page","chromium","2026-07-05","passed","2026-07-05","Application Endpoints","api.spec.js","",""
"","2316","Login nav link navigates to login page","webkit","2026-07-05","passed","2026-07-05","Home page","example.spec.js","",""
"","1586","valid user can log in","chromium","2026-07-05","passed","2026-07-05","Login page","example.spec.js","",""
"","60","should load Account/Login page","firefox","2026-07-05","passed","2026-07-05","Application Endpoints","api.spec.js","",""
"","1141","Register nav link navigates to register page","chromium","2026-07-05","passed","2026-07-05","Home page","example.spec.js","",""
"","1271","invalid credentials show validation errors","webkit","2026-07-05","passed","2026-07-05","Login page","example.spec.js","",""
"","1158","has correct title","chromium","2026-07-05","passed","2026-07-05","Home page","example.spec.js","",""
"","60","should return 404 for non-existent page","chromium","2026-07-05","passed","2026-07-05","Application Endpoints","api.spec.js","",""
"","975","invalid credentials show validation errors","chromium","2026-07-05","passed","2026-07-05","Login page","example.spec.js","",""
