"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1550","Login nav link navigates to login page","firefox","2026-09-25","passed","2026-09-25","Home page","example.spec.js","",""
"","511","should load Employee page","webkit","2026-09-25","passed","2026-09-25","Application Endpoints","api.spec.js","",""
"","2960","View Employees hero button navigates to employees page","webkit","2026-09-25","passed","2026-09-25","Home page","example.spec.js","",""
"","122","should load Employee page","chromium","2026-09-25","passed","2026-09-25","Application Endpoints","api.spec.js","",""
"","158","should return 404 for non-existent page","chromium","2026-09-25","passed","2026-09-25","Application Endpoints","api.spec.js","",""
"","2348","has correct title","firefox","2026-09-25","passed","2026-09-25","Home page","example.spec.js","",""
"","110","should load Account/Login page","chromium","2026-09-25","passed","2026-09-25","Application Endpoints","api.spec.js","",""
"","3041","Login nav link navigates to login page","webkit","2026-09-25","passed","2026-09-25","Home page","example.spec.js","",""
"","369","should load home page","chromium","2026-09-25","passed","2026-09-25","Application Endpoints","api.spec.js","",""
"","1694","has correct title","webkit","2026-09-25","passed","2026-09-25","Login page","example.spec.js","",""
"","1133","Login nav link navigates to login page","chromium","2026-09-25","passed","2026-09-25","Home page","example.spec.js","",""
"","2664","Register nav link navigates to register page","webkit","2026-09-25","passed","2026-09-25","Home page","example.spec.js","",""
"","4733","invalid credentials show validation errors","chromium","2026-09-25","passed","2026-09-25","Login page","example.spec.js","",""
"","5324","invalid credentials show validation errors","firefox","2026-09-25","passed","2026-09-25","Login page","example.spec.js","",""
"","857","has correct title","chromium","2026-09-25","passed","2026-09-25","Login page","example.spec.js","",""
"","699","should load home page","webkit","2026-09-25","passed","2026-09-25","Application Endpoints","api.spec.js","",""
"","3193","valid user can log in","webkit","2026-09-25","passed","2026-09-25","Login page","example.spec.js","",""
"","1838","invalid credentials show validation errors","webkit","2026-09-25","passed","2026-09-25","Login page","example.spec.js","",""
"","1282","Register nav link navigates to register page","chromium","2026-09-25","passed","2026-09-25","Home page","example.spec.js","",""
"","1094","has correct title","firefox","2026-09-25","passed","2026-09-25","Login page","example.spec.js","",""
"","9012","has correct title","webkit","2026-09-25","passed","2026-09-25","Home page","example.spec.js","",""
"","1163","has correct title","chromium","2026-09-25","passed","2026-09-25","Home page","example.spec.js","",""
"","172","should return 404 for non-existent page","webkit","2026-09-25","passed","2026-09-25","Application Endpoints","api.spec.js","",""
"","1523","Register nav link navigates to register page","firefox","2026-09-25","passed","2026-09-25","Home page","example.spec.js","",""
"","1421","valid user can log in","chromium","2026-09-25","passed","2026-09-25","Login page","example.spec.js","",""
"","954","View Employees hero button navigates to employees page","chromium","2026-09-25","passed","2026-09-25","Home page","example.spec.js","",""
"","167","should load Employee page","firefox","2026-09-25","passed","2026-09-25","Application Endpoints","api.spec.js","",""
"","162","should return 404 for non-existent page","firefox","2026-09-25","passed","2026-09-25","Application Endpoints","api.spec.js","",""
"","338","should load Account/Login page","webkit","2026-09-25","passed","2026-09-25","Application Endpoints","api.spec.js","",""
"","453","should load home page","firefox","2026-09-25","passed","2026-09-25","Application Endpoints","api.spec.js","",""
"","1459","View Employees hero button navigates to employees page","firefox","2026-09-25","passed","2026-09-25","Home page","example.spec.js","",""
"","4290","valid user can log in","firefox","2026-09-25","passed","2026-09-25","Login page","example.spec.js","",""
"","163","should load Account/Login page","firefox","2026-09-25","passed","2026-09-25","Application Endpoints","api.spec.js","",""
