"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1710","Register nav link navigates to register page","firefox","2026-07-21","passed","2026-07-21","Home page","example.spec.js","",""
"","1455","has correct title","webkit","2026-07-21","passed","2026-07-21","Login page","example.spec.js","",""
"","2221","Register nav link navigates to register page","webkit","2026-07-21","passed","2026-07-21","Home page","example.spec.js","",""
"","588","should load home page","firefox","2026-07-21","passed","2026-07-21","Application Endpoints","api.spec.js","",""
"","1400","invalid credentials show validation errors","firefox","2026-07-21","passed","2026-07-21","Login page","example.spec.js","",""
"","410","should load home page","webkit","2026-07-21","passed","2026-07-21","Application Endpoints","api.spec.js","",""
"","2445","has correct title","webkit","2026-07-21","passed","2026-07-21","Home page","example.spec.js","",""
"","2752","Login nav link navigates to login page","webkit","2026-07-21","passed","2026-07-21","Home page","example.spec.js","",""
"","248","should load Account/Login page","firefox","2026-07-21","passed","2026-07-21","Application Endpoints","api.spec.js","",""
"","153","should return 404 for non-existent page","webkit","2026-07-21","passed","2026-07-21","Application Endpoints","api.spec.js","",""
"","2505","valid user can log in","webkit","2026-07-21","passed","2026-07-21","Login page","example.spec.js","",""
"","324","should load Account/Login page","webkit","2026-07-21","passed","2026-07-21","Application Endpoints","api.spec.js","",""
"","1909","Login nav link navigates to login page","firefox","2026-07-21","passed","2026-07-21","Home page","example.spec.js","",""
"","1323","has correct title","firefox","2026-07-21","passed","2026-07-21","Login page","example.spec.js","",""
"","1174","invalid credentials show validation errors","chromium","2026-07-21","passed","2026-07-21","Login page","example.spec.js","",""
"","264","should return 404 for non-existent page","chromium","2026-07-21","passed","2026-07-21","Application Endpoints","api.spec.js","",""
"","1577","invalid credentials show validation errors","webkit","2026-07-21","passed","2026-07-21","Login page","example.spec.js","",""
"","1766","View Employees hero button navigates to employees page","firefox","2026-07-21","passed","2026-07-21","Home page","example.spec.js","",""
"","1426","Login nav link navigates to login page","chromium","2026-07-21","passed","2026-07-21","Home page","example.spec.js","",""
"","1749","valid user can log in","chromium","2026-07-21","passed","2026-07-21","Login page","example.spec.js","",""
"","1416","has correct title","chromium","2026-07-21","passed","2026-07-21","Home page","example.spec.js","",""
"","2535","View Employees hero button navigates to employees page","webkit","2026-07-21","passed","2026-07-21","Home page","example.spec.js","",""
"","2210","has correct title","firefox","2026-07-21","passed","2026-07-21","Home page","example.spec.js","",""
"","158","should load Account/Login page","chromium","2026-07-21","passed","2026-07-21","Application Endpoints","api.spec.js","",""
"","320","should load Employee page","webkit","2026-07-21","passed","2026-07-21","Application Endpoints","api.spec.js","",""
"","595","should load home page","chromium","2026-07-21","passed","2026-07-21","Application Endpoints","api.spec.js","",""
"","1345","View Employees hero button navigates to employees page","chromium","2026-07-21","passed","2026-07-21","Home page","example.spec.js","",""
"","1079","has correct title","chromium","2026-07-21","passed","2026-07-21","Login page","example.spec.js","",""
"","1937","valid user can log in","firefox","2026-07-21","passed","2026-07-21","Login page","example.spec.js","",""
"","161","should load Employee page","chromium","2026-07-21","passed","2026-07-21","Application Endpoints","api.spec.js","",""
"","167","should return 404 for non-existent page","firefox","2026-07-21","passed","2026-07-21","Application Endpoints","api.spec.js","",""
"","275","should load Employee page","firefox","2026-07-21","passed","2026-07-21","Application Endpoints","api.spec.js","",""
"","1480","Register nav link navigates to register page","chromium","2026-07-21","passed","2026-07-21","Home page","example.spec.js","",""
