"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","123036","valid user can log in","chromium","2026-08-31","broken","2026-08-31","Login page","example.spec.js","",""
"","267","should load home page","firefox","2026-08-31","failed","2026-08-31","Application Endpoints","api.spec.js","",""
"","124139","valid user can log in","webkit","2026-08-31","broken","2026-08-31","Login page","example.spec.js","",""
"","128","should load Account/Login page","webkit","2026-08-31","failed","2026-08-31","Application Endpoints","api.spec.js","",""
"","124195","Login nav link navigates to login page","webkit","2026-08-31","broken","2026-08-31","Home page","example.spec.js","",""
"","16164","has correct title","webkit","2026-08-31","failed","2026-08-31","Home page","example.spec.js","",""
"","120215","valid user can log in","firefox","2026-08-31","broken","2026-08-31","Login page","example.spec.js","",""
"","198","should load home page","webkit","2026-08-31","failed","2026-08-31","Application Endpoints","api.spec.js","",""
"","330","should load Employee page","chromium","2026-08-31","failed","2026-08-31","Application Endpoints","api.spec.js","",""
"","410","should return 404 for non-existent page","chromium","2026-08-31","failed","2026-08-31","Application Endpoints","api.spec.js","",""
"","429","should load Account/Login page","firefox","2026-08-31","failed","2026-08-31","Application Endpoints","api.spec.js","",""
"","406","should load Account/Login page","chromium","2026-08-31","failed","2026-08-31","Application Endpoints","api.spec.js","",""
"","0","invalid credentials show validation errors","firefox","2026-08-31","skipped","2026-08-31","Login page","example.spec.js","",""
"","120212","View Employees hero button navigates to employees page","firefox","2026-08-31","broken","2026-08-31","Home page","example.spec.js","",""
"","124304","Register nav link navigates to register page","webkit","2026-08-31","broken","2026-08-31","Home page","example.spec.js","",""
"","189","should return 404 for non-existent page","firefox","2026-08-31","failed","2026-08-31","Application Endpoints","api.spec.js","",""
"","317","should load Employee page","firefox","2026-08-31","failed","2026-08-31","Application Endpoints","api.spec.js","",""
"","16159","has correct title","webkit","2026-08-31","failed","2026-08-31","Login page","example.spec.js","",""
"","122940","Login nav link navigates to login page","chromium","2026-08-31","broken","2026-08-31","Home page","example.spec.js","",""
"","194","should load home page","chromium","2026-08-31","failed","2026-08-31","Application Endpoints","api.spec.js","",""
"","16669","has correct title","firefox","2026-08-31","failed","2026-08-31","Login page","example.spec.js","",""
"","124135","View Employees hero button navigates to employees page","webkit","2026-08-31","broken","2026-08-31","Home page","example.spec.js","",""
"","16029","has correct title","chromium","2026-08-31","failed","2026-08-31","Login page","example.spec.js","",""
"","120236","Login nav link navigates to login page","firefox","2026-08-31","broken","2026-08-31","Home page","example.spec.js","",""
"","16525","has correct title","firefox","2026-08-31","failed","2026-08-31","Home page","example.spec.js","",""
"","120198","Register nav link navigates to register page","firefox","2026-08-31","broken","2026-08-31","Home page","example.spec.js","",""
"","213","should return 404 for non-existent page","webkit","2026-08-31","failed","2026-08-31","Application Endpoints","api.spec.js","",""
"","122955","View Employees hero button navigates to employees page","chromium","2026-08-31","broken","2026-08-31","Home page","example.spec.js","",""
"","210","should load Employee page","webkit","2026-08-31","failed","2026-08-31","Application Endpoints","api.spec.js","",""
"","0","invalid credentials show validation errors","chromium","2026-08-31","skipped","2026-08-31","Login page","example.spec.js","",""
"","15881","has correct title","chromium","2026-08-31","failed","2026-08-31","Home page","example.spec.js","",""
"","0","invalid credentials show validation errors","webkit","2026-08-31","skipped","2026-08-31","Login page","example.spec.js","",""
"","122990","Register nav link navigates to register page","chromium","2026-08-31","broken","2026-08-31","Home page","example.spec.js","",""
