"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","invalid credentials show validation errors","firefox","2026-09-05","skipped","2026-09-05","Login page","example.spec.js","",""
"","125917","Register nav link navigates to register page","webkit","2026-09-05","broken","2026-09-05","Home page","example.spec.js","",""
"","125729","valid user can log in","chromium","2026-09-05","broken","2026-09-05","Login page","example.spec.js","",""
"","16197","has correct title","firefox","2026-09-05","failed","2026-09-05","Home page","example.spec.js","",""
"","185","should load Account/Login page","firefox","2026-09-05","failed","2026-09-05","Application Endpoints","api.spec.js","",""
"","168","should return 404 for non-existent page","firefox","2026-09-05","failed","2026-09-05","Application Endpoints","api.spec.js","",""
"","211","should load home page","firefox","2026-09-05","failed","2026-09-05","Application Endpoints","api.spec.js","",""
"","120","should return 404 for non-existent page","chromium","2026-09-05","failed","2026-09-05","Application Endpoints","api.spec.js","",""
"","0","invalid credentials show validation errors","webkit","2026-09-05","skipped","2026-09-05","Login page","example.spec.js","",""
"","126025","valid user can log in","webkit","2026-09-05","broken","2026-09-05","Login page","example.spec.js","",""
"","125879","Register nav link navigates to register page","chromium","2026-09-05","broken","2026-09-05","Home page","example.spec.js","",""
"","256","should load Employee page","chromium","2026-09-05","failed","2026-09-05","Application Endpoints","api.spec.js","",""
"","286","should load Account/Login page","chromium","2026-09-05","failed","2026-09-05","Application Endpoints","api.spec.js","",""
"","140","should load home page","chromium","2026-09-05","failed","2026-09-05","Application Endpoints","api.spec.js","",""
"","16590","has correct title","webkit","2026-09-05","failed","2026-09-05","Login page","example.spec.js","",""
"","125961","Login nav link navigates to login page","chromium","2026-09-05","broken","2026-09-05","Home page","example.spec.js","",""
"","317","should return 404 for non-existent page","webkit","2026-09-05","failed","2026-09-05","Application Endpoints","api.spec.js","",""
"","16603","has correct title","webkit","2026-09-05","failed","2026-09-05","Home page","example.spec.js","",""
"","126225","View Employees hero button navigates to employees page","chromium","2026-09-05","broken","2026-09-05","Home page","example.spec.js","",""
"","120220","Register nav link navigates to register page","firefox","2026-09-05","broken","2026-09-05","Home page","example.spec.js","",""
"","181","should load Employee page","firefox","2026-09-05","failed","2026-09-05","Application Endpoints","api.spec.js","",""
"","126205","View Employees hero button navigates to employees page","webkit","2026-09-05","broken","2026-09-05","Home page","example.spec.js","",""
"","107","should load Employee page","webkit","2026-09-05","failed","2026-09-05","Application Endpoints","api.spec.js","",""
"","16205","has correct title","chromium","2026-09-05","failed","2026-09-05","Home page","example.spec.js","",""
"","16212","has correct title","firefox","2026-09-05","failed","2026-09-05","Login page","example.spec.js","",""
"","120222","Login nav link navigates to login page","firefox","2026-09-05","broken","2026-09-05","Home page","example.spec.js","",""
"","0","invalid credentials show validation errors","chromium","2026-09-05","skipped","2026-09-05","Login page","example.spec.js","",""
"","120","should load Account/Login page","webkit","2026-09-05","failed","2026-09-05","Application Endpoints","api.spec.js","",""
"","120210","View Employees hero button navigates to employees page","firefox","2026-09-05","broken","2026-09-05","Home page","example.spec.js","",""
"","176","should load home page","webkit","2026-09-05","failed","2026-09-05","Application Endpoints","api.spec.js","",""
"","16204","has correct title","chromium","2026-09-05","failed","2026-09-05","Login page","example.spec.js","",""
"","125498","Login nav link navigates to login page","webkit","2026-09-05","broken","2026-09-05","Home page","example.spec.js","",""
"","120196","valid user can log in","firefox","2026-09-05","broken","2026-09-05","Login page","example.spec.js","",""
