"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","898","View Employees hero button navigates to employees page","chromium","2026-07-14","passed","2026-07-14","Home page","example.spec.js","",""
"","1624","View Employees hero button navigates to employees page","firefox","2026-07-14","passed","2026-07-14","Home page","example.spec.js","",""
"","1584","Register nav link navigates to register page","firefox","2026-07-14","passed","2026-07-14","Home page","example.spec.js","",""
"","84","should load Account/Login page","webkit","2026-07-14","passed","2026-07-14","Application Endpoints","api.spec.js","",""
"","2703","View Employees hero button navigates to employees page","webkit","2026-07-14","passed","2026-07-14","Home page","example.spec.js","",""
"","808","invalid credentials show validation errors","chromium","2026-07-14","passed","2026-07-14","Login page","example.spec.js","",""
"","252","should load Account/Login page","chromium","2026-07-14","passed","2026-07-14","Application Endpoints","api.spec.js","",""
"","1728","valid user can log in","firefox","2026-07-14","passed","2026-07-14","Login page","example.spec.js","",""
"","1309","invalid credentials show validation errors","firefox","2026-07-14","passed","2026-07-14","Login page","example.spec.js","",""
"","382","should return 404 for non-existent page","webkit","2026-07-14","passed","2026-07-14","Application Endpoints","api.spec.js","",""
"","2529","Register nav link navigates to register page","webkit","2026-07-14","passed","2026-07-14","Home page","example.spec.js","",""
"","254","should load Account/Login page","firefox","2026-07-14","passed","2026-07-14","Application Endpoints","api.spec.js","",""
"","2646","Login nav link navigates to login page","webkit","2026-07-14","passed","2026-07-14","Home page","example.spec.js","",""
"","171","should return 404 for non-existent page","firefox","2026-07-14","passed","2026-07-14","Application Endpoints","api.spec.js","",""
"","1375","has correct title","webkit","2026-07-14","passed","2026-07-14","Login page","example.spec.js","",""
"","1102","has correct title","firefox","2026-07-14","passed","2026-07-14","Login page","example.spec.js","",""
"","419","should load home page","webkit","2026-07-14","passed","2026-07-14","Application Endpoints","api.spec.js","",""
"","751","has correct title","chromium","2026-07-14","passed","2026-07-14","Login page","example.spec.js","",""
"","1080","has correct title","chromium","2026-07-14","passed","2026-07-14","Home page","example.spec.js","",""
"","459","should load home page","firefox","2026-07-14","passed","2026-07-14","Application Endpoints","api.spec.js","",""
"","1816","Login nav link navigates to login page","firefox","2026-07-14","passed","2026-07-14","Home page","example.spec.js","",""
"","7571","has correct title","webkit","2026-07-14","passed","2026-07-14","Home page","example.spec.js","",""
"","375","should load Employee page","webkit","2026-07-14","passed","2026-07-14","Application Endpoints","api.spec.js","",""
"","2278","has correct title","firefox","2026-07-14","passed","2026-07-14","Home page","example.spec.js","",""
"","2555","valid user can log in","webkit","2026-07-14","passed","2026-07-14","Login page","example.spec.js","",""
"","936","Login nav link navigates to login page","chromium","2026-07-14","passed","2026-07-14","Home page","example.spec.js","",""
"","150","should return 404 for non-existent page","chromium","2026-07-14","passed","2026-07-14","Application Endpoints","api.spec.js","",""
"","1031","Register nav link navigates to register page","chromium","2026-07-14","passed","2026-07-14","Home page","example.spec.js","",""
"","225","should load Employee page","chromium","2026-07-14","passed","2026-07-14","Application Endpoints","api.spec.js","",""
"","267","should load Employee page","firefox","2026-07-14","passed","2026-07-14","Application Endpoints","api.spec.js","",""
"","1329","valid user can log in","chromium","2026-07-14","passed","2026-07-14","Login page","example.spec.js","",""
"","422","should load home page","chromium","2026-07-14","passed","2026-07-14","Application Endpoints","api.spec.js","",""
"","1455","invalid credentials show validation errors","webkit","2026-07-14","passed","2026-07-14","Login page","example.spec.js","",""
