"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4497","Login nav link navigates to login page","webkit","2026-09-11","passed","2026-09-11","Home page","example.spec.js","",""
"","1702","Login nav link navigates to login page","firefox","2026-09-11","passed","2026-09-11","Home page","example.spec.js","",""
"","331","should load Account/Login page","webkit","2026-09-11","passed","2026-09-11","Application Endpoints","api.spec.js","",""
"","3415","View Employees hero button navigates to employees page","webkit","2026-09-11","passed","2026-09-11","Home page","example.spec.js","",""
"","1096","View Employees hero button navigates to employees page","chromium","2026-09-11","passed","2026-09-11","Home page","example.spec.js","",""
"","2047","valid user can log in","firefox","2026-09-11","passed","2026-09-11","Login page","example.spec.js","",""
"","2261","invalid credentials show validation errors","webkit","2026-09-11","passed","2026-09-11","Login page","example.spec.js","",""
"","458","should return 404 for non-existent page","webkit","2026-09-11","passed","2026-09-11","Application Endpoints","api.spec.js","",""
"","1313","has correct title","firefox","2026-09-11","passed","2026-09-11","Login page","example.spec.js","",""
"","1331","invalid credentials show validation errors","chromium","2026-09-11","passed","2026-09-11","Login page","example.spec.js","",""
"","2291","valid user can log in","chromium","2026-09-11","passed","2026-09-11","Login page","example.spec.js","",""
"","1394","Login nav link navigates to login page","chromium","2026-09-11","passed","2026-09-11","Home page","example.spec.js","",""
"","2592","has correct title","firefox","2026-09-11","passed","2026-09-11","Home page","example.spec.js","",""
"","3906","valid user can log in","webkit","2026-09-11","passed","2026-09-11","Login page","example.spec.js","",""
"","1215","Register nav link navigates to register page","firefox","2026-09-11","passed","2026-09-11","Home page","example.spec.js","",""
"","523","should load Account/Login page","firefox","2026-09-11","passed","2026-09-11","Application Endpoints","api.spec.js","",""
"","1149","Register nav link navigates to register page","chromium","2026-09-11","passed","2026-09-11","Home page","example.spec.js","",""
"","2949","Register nav link navigates to register page","webkit","2026-09-11","passed","2026-09-11","Home page","example.spec.js","",""
"","489","should load home page","webkit","2026-09-11","passed","2026-09-11","Application Endpoints","api.spec.js","",""
"","766","should load home page","firefox","2026-09-11","passed","2026-09-11","Application Endpoints","api.spec.js","",""
"","3618","has correct title","webkit","2026-09-11","passed","2026-09-11","Home page","example.spec.js","",""
"","175","should load Employee page","firefox","2026-09-11","passed","2026-09-11","Application Endpoints","api.spec.js","",""
"","55","should return 404 for non-existent page","chromium","2026-09-11","passed","2026-09-11","Application Endpoints","api.spec.js","",""
"","102","should return 404 for non-existent page","firefox","2026-09-11","passed","2026-09-11","Application Endpoints","api.spec.js","",""
"","1174","has correct title","chromium","2026-09-11","passed","2026-09-11","Home page","example.spec.js","",""
"","326","should load Employee page","webkit","2026-09-11","passed","2026-09-11","Application Endpoints","api.spec.js","",""
"","1530","invalid credentials show validation errors","firefox","2026-09-11","passed","2026-09-11","Login page","example.spec.js","",""
"","740","has correct title","chromium","2026-09-11","passed","2026-09-11","Login page","example.spec.js","",""
"","1019","should load home page","chromium","2026-09-11","passed","2026-09-11","Application Endpoints","api.spec.js","",""
"","659","should load Account/Login page","chromium","2026-09-11","passed","2026-09-11","Application Endpoints","api.spec.js","",""
"","1811","View Employees hero button navigates to employees page","firefox","2026-09-11","passed","2026-09-11","Home page","example.spec.js","",""
"","500","should load Employee page","chromium","2026-09-11","passed","2026-09-11","Application Endpoints","api.spec.js","",""
"","2165","has correct title","webkit","2026-09-11","passed","2026-09-11","Login page","example.spec.js","",""
