"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1981","has correct title","firefox","2026-06-16","passed","2026-06-16","Home page","example.spec.js","",""
"","1865","valid user can log in","webkit","2026-06-16","passed","2026-06-16","Login page","example.spec.js","",""
"","1037","View Employees hero button navigates to employees page","firefox","2026-06-16","passed","2026-06-16","Home page","example.spec.js","",""
"","1378","valid user can log in","firefox","2026-06-16","passed","2026-06-16","Login page","example.spec.js","",""
"","1749","Register nav link navigates to register page","webkit","2026-06-16","passed","2026-06-16","Home page","example.spec.js","",""
"","673","has correct title","chromium","2026-06-16","passed","2026-06-16","Login page","example.spec.js","",""
"","32","should return 404 for non-existent page","webkit","2026-06-16","passed","2026-06-16","Application Endpoints","api.spec.js","",""
"","45","should load Account/Login page","chromium","2026-06-16","passed","2026-06-16","Application Endpoints","api.spec.js","",""
"","2563","Login nav link navigates to login page","webkit","2026-06-16","passed","2026-06-16","Home page","example.spec.js","",""
"","44","should return 404 for non-existent page","chromium","2026-06-16","passed","2026-06-16","Application Endpoints","api.spec.js","",""
"","422","should load home page","webkit","2026-06-16","passed","2026-06-16","Application Endpoints","api.spec.js","",""
"","1172","Login nav link navigates to login page","firefox","2026-06-16","passed","2026-06-16","Home page","example.spec.js","",""
"","997","has correct title","webkit","2026-06-16","passed","2026-06-16","Login page","example.spec.js","",""
"","924","Login nav link navigates to login page","chromium","2026-06-16","passed","2026-06-16","Home page","example.spec.js","",""
"","1298","valid user can log in","chromium","2026-06-16","passed","2026-06-16","Login page","example.spec.js","",""
"","34","should load Account/Login page","firefox","2026-06-16","passed","2026-06-16","Application Endpoints","api.spec.js","",""
"","849","View Employees hero button navigates to employees page","chromium","2026-06-16","passed","2026-06-16","Home page","example.spec.js","",""
"","1018","has correct title","chromium","2026-06-16","passed","2026-06-16","Home page","example.spec.js","",""
"","33","should load Employee page","webkit","2026-06-16","passed","2026-06-16","Application Endpoints","api.spec.js","",""
"","889","Register nav link navigates to register page","chromium","2026-06-16","passed","2026-06-16","Home page","example.spec.js","",""
"","176","should load home page","firefox","2026-06-16","passed","2026-06-16","Application Endpoints","api.spec.js","",""
"","33","should return 404 for non-existent page","firefox","2026-06-16","passed","2026-06-16","Application Endpoints","api.spec.js","",""
"","45","should load Employee page","chromium","2026-06-16","passed","2026-06-16","Application Endpoints","api.spec.js","",""
"","319","should load home page","chromium","2026-06-16","passed","2026-06-16","Application Endpoints","api.spec.js","",""
"","783","invalid credentials show validation errors","firefox","2026-06-16","passed","2026-06-16","Login page","example.spec.js","",""
"","722","invalid credentials show validation errors","chromium","2026-06-16","passed","2026-06-16","Login page","example.spec.js","",""
"","1973","View Employees hero button navigates to employees page","webkit","2026-06-16","passed","2026-06-16","Home page","example.spec.js","",""
"","33","should load Account/Login page","webkit","2026-06-16","passed","2026-06-16","Application Endpoints","api.spec.js","",""
"","2358","has correct title","webkit","2026-06-16","passed","2026-06-16","Home page","example.spec.js","",""
"","895","invalid credentials show validation errors","webkit","2026-06-16","passed","2026-06-16","Login page","example.spec.js","",""
"","1187","Register nav link navigates to register page","firefox","2026-06-16","passed","2026-06-16","Home page","example.spec.js","",""
"","705","has correct title","firefox","2026-06-16","passed","2026-06-16","Login page","example.spec.js","",""
"","35","should load Employee page","firefox","2026-06-16","passed","2026-06-16","Application Endpoints","api.spec.js","",""
