"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1381","has correct title","chromium","2026-06-25","passed","2026-06-25","Home page","example.spec.js","",""
"","1418","has correct title","webkit","2026-06-25","passed","2026-06-25","Login page","example.spec.js","",""
"","60","should load Account/Login page","firefox","2026-06-25","passed","2026-06-25","Application Endpoints","api.spec.js","",""
"","61","should load Employee page","webkit","2026-06-25","passed","2026-06-25","Application Endpoints","api.spec.js","",""
"","1106","invalid credentials show validation errors","chromium","2026-06-25","passed","2026-06-25","Login page","example.spec.js","",""
"","2741","Login nav link navigates to login page","webkit","2026-06-25","passed","2026-06-25","Home page","example.spec.js","",""
"","1285","Register nav link navigates to register page","chromium","2026-06-25","passed","2026-06-25","Home page","example.spec.js","",""
"","10483","has correct title","webkit","2026-06-25","passed","2026-06-25","Home page","example.spec.js","",""
"","59","should return 404 for non-existent page","webkit","2026-06-25","passed","2026-06-25","Application Endpoints","api.spec.js","",""
"","1198","View Employees hero button navigates to employees page","chromium","2026-06-25","passed","2026-06-25","Home page","example.spec.js","",""
"","1789","valid user can log in","firefox","2026-06-25","passed","2026-06-25","Login page","example.spec.js","",""
"","58","should return 404 for non-existent page","firefox","2026-06-25","passed","2026-06-25","Application Endpoints","api.spec.js","",""
"","61","should load Account/Login page","chromium","2026-06-25","passed","2026-06-25","Application Endpoints","api.spec.js","",""
"","1298","Login nav link navigates to login page","chromium","2026-06-25","passed","2026-06-25","Home page","example.spec.js","",""
"","60","should load Employee page","firefox","2026-06-25","passed","2026-06-25","Application Endpoints","api.spec.js","",""
"","1524","invalid credentials show validation errors","webkit","2026-06-25","passed","2026-06-25","Login page","example.spec.js","",""
"","1578","View Employees hero button navigates to employees page","firefox","2026-06-25","passed","2026-06-25","Home page","example.spec.js","",""
"","61","should load Account/Login page","webkit","2026-06-25","passed","2026-06-25","Application Endpoints","api.spec.js","",""
"","60","should return 404 for non-existent page","chromium","2026-06-25","passed","2026-06-25","Application Endpoints","api.spec.js","",""
"","1038","has correct title","chromium","2026-06-25","passed","2026-06-25","Login page","example.spec.js","",""
"","321","should load home page","chromium","2026-06-25","passed","2026-06-25","Application Endpoints","api.spec.js","",""
"","1418","Login nav link navigates to login page","firefox","2026-06-25","passed","2026-06-25","Home page","example.spec.js","",""
"","2186","Register nav link navigates to register page","webkit","2026-06-25","passed","2026-06-25","Home page","example.spec.js","",""
"","285","should load home page","firefox","2026-06-25","passed","2026-06-25","Application Endpoints","api.spec.js","",""
"","1758","valid user can log in","chromium","2026-06-25","passed","2026-06-25","Login page","example.spec.js","",""
"","287","should load home page","webkit","2026-06-25","passed","2026-06-25","Application Endpoints","api.spec.js","",""
"","1248","has correct title","firefox","2026-06-25","passed","2026-06-25","Login page","example.spec.js","",""
"","1891","has correct title","firefox","2026-06-25","passed","2026-06-25","Home page","example.spec.js","",""
"","63","should load Employee page","chromium","2026-06-25","passed","2026-06-25","Application Endpoints","api.spec.js","",""
"","1052","invalid credentials show validation errors","firefox","2026-06-25","passed","2026-06-25","Login page","example.spec.js","",""
"","1375","Register nav link navigates to register page","firefox","2026-06-25","passed","2026-06-25","Home page","example.spec.js","",""
"","3091","View Employees hero button navigates to employees page","webkit","2026-06-25","passed","2026-06-25","Home page","example.spec.js","",""
"","2859","valid user can log in","webkit","2026-06-25","passed","2026-06-25","Login page","example.spec.js","",""
