"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","493","should load home page","chromium","2026-08-04","passed","2026-08-04","Application Endpoints","api.spec.js","",""
"","62","should load Employee page","chromium","2026-08-04","passed","2026-08-04","Application Endpoints","api.spec.js","",""
"","919","should load home page","firefox","2026-08-04","passed","2026-08-04","Application Endpoints","api.spec.js","",""
"","171","should load Account/Login page","webkit","2026-08-04","passed","2026-08-04","Application Endpoints","api.spec.js","",""
"","1369","Register nav link navigates to register page","firefox","2026-08-04","passed","2026-08-04","Home page","example.spec.js","",""
"","738","View Employees hero button navigates to employees page","chromium","2026-08-04","passed","2026-08-04","Home page","example.spec.js","",""
"","305","should return 404 for non-existent page","webkit","2026-08-04","passed","2026-08-04","Application Endpoints","api.spec.js","",""
"","2517","has correct title","webkit","2026-08-04","passed","2026-08-04","Home page","example.spec.js","",""
"","859","Register nav link navigates to register page","chromium","2026-08-04","passed","2026-08-04","Home page","example.spec.js","",""
"","1639","valid user can log in","firefox","2026-08-04","passed","2026-08-04","Login page","example.spec.js","",""
"","2861","Login nav link navigates to login page","webkit","2026-08-04","passed","2026-08-04","Home page","example.spec.js","",""
"","774","invalid credentials show validation errors","chromium","2026-08-04","passed","2026-08-04","Login page","example.spec.js","",""
"","1023","has correct title","chromium","2026-08-04","passed","2026-08-04","Home page","example.spec.js","",""
"","2553","View Employees hero button navigates to employees page","webkit","2026-08-04","passed","2026-08-04","Home page","example.spec.js","",""
"","194","should load Employee page","firefox","2026-08-04","passed","2026-08-04","Application Endpoints","api.spec.js","",""
"","1453","has correct title","webkit","2026-08-04","passed","2026-08-04","Login page","example.spec.js","",""
"","594","should load home page","webkit","2026-08-04","passed","2026-08-04","Application Endpoints","api.spec.js","",""
"","1551","invalid credentials show validation errors","webkit","2026-08-04","passed","2026-08-04","Login page","example.spec.js","",""
"","2168","Register nav link navigates to register page","webkit","2026-08-04","passed","2026-08-04","Home page","example.spec.js","",""
"","2690","valid user can log in","webkit","2026-08-04","passed","2026-08-04","Login page","example.spec.js","",""
"","162","should load Account/Login page","firefox","2026-08-04","passed","2026-08-04","Application Endpoints","api.spec.js","",""
"","1224","invalid credentials show validation errors","firefox","2026-08-04","passed","2026-08-04","Login page","example.spec.js","",""
"","2152","Login nav link navigates to login page","firefox","2026-08-04","passed","2026-08-04","Home page","example.spec.js","",""
"","234","should load Employee page","webkit","2026-08-04","passed","2026-08-04","Application Endpoints","api.spec.js","",""
"","2348","has correct title","firefox","2026-08-04","passed","2026-08-04","Home page","example.spec.js","",""
"","1802","View Employees hero button navigates to employees page","firefox","2026-08-04","passed","2026-08-04","Home page","example.spec.js","",""
"","695","has correct title","chromium","2026-08-04","passed","2026-08-04","Login page","example.spec.js","",""
"","297","should return 404 for non-existent page","firefox","2026-08-04","passed","2026-08-04","Application Endpoints","api.spec.js","",""
"","147","should load Account/Login page","chromium","2026-08-04","passed","2026-08-04","Application Endpoints","api.spec.js","",""
"","1009","has correct title","firefox","2026-08-04","passed","2026-08-04","Login page","example.spec.js","",""
"","1126","valid user can log in","chromium","2026-08-04","passed","2026-08-04","Login page","example.spec.js","",""
"","877","Login nav link navigates to login page","chromium","2026-08-04","passed","2026-08-04","Home page","example.spec.js","",""
"","86","should return 404 for non-existent page","chromium","2026-08-04","passed","2026-08-04","Application Endpoints","api.spec.js","",""
