"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","300","should load Employee page","firefox","2026-09-01","failed","2026-09-01","Application Endpoints","api.spec.js","",""
"","433","should return 404 for non-existent page","chromium","2026-09-01","failed","2026-09-01","Application Endpoints","api.spec.js","",""
"","16374","has correct title","chromium","2026-09-01","failed","2026-09-01","Home page","example.spec.js","",""
"","18176","has correct title","firefox","2026-09-01","failed","2026-09-01","Home page","example.spec.js","",""
"","0","invalid credentials show validation errors","chromium","2026-09-01","skipped","2026-09-01","Login page","example.spec.js","",""
"","342","should load Employee page","chromium","2026-09-01","failed","2026-09-01","Application Endpoints","api.spec.js","",""
"","125827","Register nav link navigates to register page","chromium","2026-09-01","broken","2026-09-01","Home page","example.spec.js","",""
"","0","invalid credentials show validation errors","firefox","2026-09-01","skipped","2026-09-01","Login page","example.spec.js","",""
"","270","should load home page","firefox","2026-09-01","failed","2026-09-01","Application Endpoints","api.spec.js","",""
"","16272","has correct title","webkit","2026-09-01","failed","2026-09-01","Login page","example.spec.js","",""
"","0","invalid credentials show validation errors","webkit","2026-09-01","skipped","2026-09-01","Login page","example.spec.js","",""
"","268","should load Employee page","webkit","2026-09-01","failed","2026-09-01","Application Endpoints","api.spec.js","",""
"","124521","Register nav link navigates to register page","webkit","2026-09-01","broken","2026-09-01","Home page","example.spec.js","",""
"","353","should return 404 for non-existent page","webkit","2026-09-01","failed","2026-09-01","Application Endpoints","api.spec.js","",""
"","16394","has correct title","chromium","2026-09-01","failed","2026-09-01","Login page","example.spec.js","",""
"","120224","Login nav link navigates to login page","firefox","2026-09-01","broken","2026-09-01","Home page","example.spec.js","",""
"","137","should load Account/Login page","firefox","2026-09-01","failed","2026-09-01","Application Endpoints","api.spec.js","",""
"","125","should load Account/Login page","chromium","2026-09-01","failed","2026-09-01","Application Endpoints","api.spec.js","",""
"","124591","View Employees hero button navigates to employees page","webkit","2026-09-01","broken","2026-09-01","Home page","example.spec.js","",""
"","125802","View Employees hero button navigates to employees page","chromium","2026-09-01","broken","2026-09-01","Home page","example.spec.js","",""
"","16343","has correct title","webkit","2026-09-01","failed","2026-09-01","Home page","example.spec.js","",""
"","124614","valid user can log in","webkit","2026-09-01","broken","2026-09-01","Login page","example.spec.js","",""
"","390","should load home page","chromium","2026-09-01","failed","2026-09-01","Application Endpoints","api.spec.js","",""
"","125795","Login nav link navigates to login page","chromium","2026-09-01","broken","2026-09-01","Home page","example.spec.js","",""
"","245","should load Account/Login page","webkit","2026-09-01","failed","2026-09-01","Application Endpoints","api.spec.js","",""
"","120197","Register nav link navigates to register page","firefox","2026-09-01","broken","2026-09-01","Home page","example.spec.js","",""
"","120189","valid user can log in","firefox","2026-09-01","broken","2026-09-01","Login page","example.spec.js","",""
"","120221","View Employees hero button navigates to employees page","firefox","2026-09-01","broken","2026-09-01","Home page","example.spec.js","",""
"","235","should load home page","webkit","2026-09-01","failed","2026-09-01","Application Endpoints","api.spec.js","",""
"","124538","Login nav link navigates to login page","webkit","2026-09-01","broken","2026-09-01","Home page","example.spec.js","",""
"","330","should return 404 for non-existent page","firefox","2026-09-01","failed","2026-09-01","Application Endpoints","api.spec.js","",""
"","125680","valid user can log in","chromium","2026-09-01","broken","2026-09-01","Login page","example.spec.js","",""
"","16285","has correct title","firefox","2026-09-01","failed","2026-09-01","Login page","example.spec.js","",""
