"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1443","View Employees hero button navigates to employees page","firefox","Thu May 21 20:47:31 UTC 2026","passed","Thu May 21 20:47:33 UTC 2026","Home page","example.spec.js","",""
"","52","should return 404 for non-existent page","webkit","Thu May 21 20:47:49 UTC 2026","passed","Thu May 21 20:47:49 UTC 2026","Application Endpoints","api.spec.js","",""
"","2830","Login nav link navigates to login page","webkit","Thu May 21 20:47:58 UTC 2026","passed","Thu May 21 20:48:01 UTC 2026","Home page","example.spec.js","",""
"","682","has correct title","chromium","Thu May 21 20:47:32 UTC 2026","passed","Thu May 21 20:47:33 UTC 2026","Login page","example.spec.js","",""
"","1119","Register nav link navigates to register page","firefox","Thu May 21 20:47:30 UTC 2026","passed","Thu May 21 20:47:31 UTC 2026","Home page","example.spec.js","",""
"","47","should return 404 for non-existent page","chromium","Thu May 21 20:47:27 UTC 2026","passed","Thu May 21 20:47:27 UTC 2026","Application Endpoints","api.spec.js","",""
"","334","should load home page","firefox","Thu May 21 20:47:25 UTC 2026","passed","Thu May 21 20:47:25 UTC 2026","Application Endpoints","api.spec.js","",""
"","892","Login nav link navigates to login page","chromium","Thu May 21 20:47:29 UTC 2026","passed","Thu May 21 20:47:30 UTC 2026","Home page","example.spec.js","",""
"","915","Register nav link navigates to register page","chromium","Thu May 21 20:47:30 UTC 2026","passed","Thu May 21 20:47:31 UTC 2026","Home page","example.spec.js","",""
"","106","should load Employee page","webkit","Thu May 21 20:47:49 UTC 2026","passed","Thu May 21 20:47:49 UTC 2026","Application Endpoints","api.spec.js","",""
"","2872","View Employees hero button navigates to employees page","webkit","Thu May 21 20:48:03 UTC 2026","passed","Thu May 21 20:48:06 UTC 2026","Home page","example.spec.js","",""
"","2022","Register nav link navigates to register page","webkit","Thu May 21 20:48:01 UTC 2026","passed","Thu May 21 20:48:03 UTC 2026","Home page","example.spec.js","",""
"","1113","Login nav link navigates to login page","firefox","Thu May 21 20:47:29 UTC 2026","passed","Thu May 21 20:47:30 UTC 2026","Home page","example.spec.js","",""
"","7678","has correct title","webkit","Thu May 21 20:47:50 UTC 2026","passed","Thu May 21 20:47:57 UTC 2026","Home page","example.spec.js","",""
"","1422","valid user can log in","firefox","Thu May 21 20:47:33 UTC 2026","passed","Thu May 21 20:47:35 UTC 2026","Login page","example.spec.js","",""
"","868","View Employees hero button navigates to employees page","chromium","Thu May 21 20:47:31 UTC 2026","passed","Thu May 21 20:47:32 UTC 2026","Home page","example.spec.js","",""
"","356","should load home page","chromium","Thu May 21 20:47:26 UTC 2026","passed","Thu May 21 20:47:26 UTC 2026","Application Endpoints","api.spec.js","",""
"","46","should return 404 for non-existent page","firefox","Thu May 21 20:47:26 UTC 2026","passed","Thu May 21 20:47:26 UTC 2026","Application Endpoints","api.spec.js","",""
"","714","has correct title","firefox","Thu May 21 20:47:33 UTC 2026","passed","Thu May 21 20:47:33 UTC 2026","Login page","example.spec.js","",""
"","769","invalid credentials show validation errors","chromium","Thu May 21 20:47:34 UTC 2026","passed","Thu May 21 20:47:35 UTC 2026","Login page","example.spec.js","",""
"","844","invalid credentials show validation errors","firefox","Thu May 21 20:47:35 UTC 2026","passed","Thu May 21 20:47:36 UTC 2026","Login page","example.spec.js","",""
"","1400","invalid credentials show validation errors","webkit","Thu May 21 20:48:09 UTC 2026","passed","Thu May 21 20:48:11 UTC 2026","Login page","example.spec.js","",""
"","60","should load Account/Login page","webkit","Thu May 21 20:47:49 UTC 2026","passed","Thu May 21 20:47:49 UTC 2026","Application Endpoints","api.spec.js","",""
"","1288","has correct title","webkit","Thu May 21 20:48:06 UTC 2026","passed","Thu May 21 20:48:07 UTC 2026","Login page","example.spec.js","",""
"","1385","valid user can log in","chromium","Thu May 21 20:47:33 UTC 2026","passed","Thu May 21 20:47:34 UTC 2026","Login page","example.spec.js","",""
"","1029","has correct title","chromium","Thu May 21 20:47:27 UTC 2026","passed","Thu May 21 20:47:28 UTC 2026","Home page","example.spec.js","",""
"","168","should load Employee page","firefox","Thu May 21 20:47:25 UTC 2026","passed","Thu May 21 20:47:26 UTC 2026","Application Endpoints","api.spec.js","",""
"","2309","has correct title","firefox","Thu May 21 20:47:26 UTC 2026","passed","Thu May 21 20:47:28 UTC 2026","Home page","example.spec.js","",""
"","58","should load Account/Login page","firefox","Thu May 21 20:47:26 UTC 2026","passed","Thu May 21 20:47:26 UTC 2026","Application Endpoints","api.spec.js","",""
"","54","should load Account/Login page","chromium","Thu May 21 20:47:26 UTC 2026","passed","Thu May 21 20:47:27 UTC 2026","Application Endpoints","api.spec.js","",""
"","2467","valid user can log in","webkit","Thu May 21 20:48:07 UTC 2026","passed","Thu May 21 20:48:09 UTC 2026","Login page","example.spec.js","",""
"","149","should load Employee page","chromium","Thu May 21 20:47:26 UTC 2026","passed","Thu May 21 20:47:26 UTC 2026","Application Endpoints","api.spec.js","",""
"","279","should load home page","webkit","Thu May 21 20:47:49 UTC 2026","passed","Thu May 21 20:47:49 UTC 2026","Application Endpoints","api.spec.js","",""
